08:08:18.566 [main] INFO com.opsmx.AuditClientServiceApplication -- Starting Audit client service...

  .   ____          _            __ _ _
 /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
( ( )\___ | '_ | '_| | '_ \/ _` | \ \ \ \
 \\/  ___)| |_)| | | | | || (_| |  ) ) ) )
  '  |____| .__|_| |_|_| |_\__, | / / / /
 =========|_|==============|___/=/_/_/_/
 :: Spring Boot ::                (v3.2.2)

2024-10-18T08:27:38.984Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-7] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights started
2024-10-18T08:27:38.992Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-7] c.o.a.v.c.DeliveryInsightsCommonChart    : getPipelineExecutionTime started
2024-10-18T08:27:38.996Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-3] c.o.a.v.c.DeliveryInsightsCommonChart    : getManualJudgementExecutionTimeAvg ended
2024-10-18T08:27:38.996Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-1] c.o.a.v.c.DeliveryInsightsAreaChart      : getPipelineStatusAndEndTimeByAppNames ended
2024-10-18T08:27:38.996Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-1] c.o.a.v.c.DeliveryInsightsAreaChart      : save pipelineDeliveryInsightsData started
2024-10-18T08:27:38.998Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-3] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of ManualJudgementExecutionTimeAvg started
2024-10-18T08:27:38.998Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-3] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of ManualJudgementExecutionTimeAvg ended
2024-10-18T08:27:38.998Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-3] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights ended
2024-10-18T08:27:39.001Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-3] a.s.AppPipelineDeliveryInsightsScheduler : updateAvgExecutionDurationForOneWeek ended
2024-10-18T08:27:39.002Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-1] c.o.a.v.c.DeliveryInsightsAreaChart      : save pipelineDeliveryInsightsData ended
2024-10-18T08:27:39.002Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-1] c.o.a.v.c.DeliveryInsightsAreaChart      : updateAppPipelineDeliveryInsights ended
2024-10-18T08:27:39.006Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-1] a.s.AppPipelineDeliveryInsightsScheduler : updateAreaChartCountsForOneMonth ended
2024-10-18T08:27:39.017Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-7] c.o.a.v.c.DeliveryInsightsCommonChart    : getPipelineExecutionTime ended
2024-10-18T08:27:39.018Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-7] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of PipelineExecutionTime started
2024-10-18T08:27:39.020Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-2] a.s.AppPipelineDeliveryInsightsScheduler : updateAvgExecutionDurationForSixMonths started
2024-10-18T08:27:39.021Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-2] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights started
2024-10-18T08:27:39.023Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-7] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of PipelineExecutionTime ended
2024-10-18T08:27:39.023Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-7] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights ended
2024-10-18T08:27:39.026Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-7] a.s.AppPipelineDeliveryInsightsScheduler : updateLastRunDurationForOneMonth ended
2024-10-18T08:27:39.029Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-2] c.o.a.v.c.DeliveryInsightsCommonChart    : getManualJudgementExecutionTimeAvg started
2024-10-18T08:27:39.039Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-2] c.o.a.v.c.DeliveryInsightsCommonChart    : getManualJudgementExecutionTimeAvg ended
2024-10-18T08:27:39.041Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-2] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of ManualJudgementExecutionTimeAvg started
2024-10-18T08:27:39.042Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-6] a.s.AppPipelineDeliveryInsightsScheduler : updateActiveChartCountsForOneWeek started
2024-10-18T08:27:39.042Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-6] c.o.a.v.c.DeliveryInsightsActiveChart    : updateAppPipelineDeliveryInsights started
2024-10-18T08:27:39.043Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-2] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of ManualJudgementExecutionTimeAvg ended
2024-10-18T08:27:39.043Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-2] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights ended
2024-10-18T08:27:39.046Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-2] a.s.AppPipelineDeliveryInsightsScheduler : updateAvgExecutionDurationForSixMonths ended
2024-10-18T08:27:39.049Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-6] c.o.a.v.c.DeliveryInsightsActiveChart    : get pipeline success counts started
2024-10-18T08:27:39.049Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-5] a.s.AppPipelineDeliveryInsightsScheduler : updateLastRunDurationForOneWeek started
2024-10-18T08:27:39.049Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-5] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights started
2024-10-18T08:27:39.057Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-5] c.o.a.v.c.DeliveryInsightsCommonChart    : getPipelineExecutionTime started
2024-10-18T08:27:39.060Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-6] c.o.a.v.c.DeliveryInsightsActiveChart    : get pipeline success counts ended
2024-10-18T08:27:39.062Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-6] c.o.a.v.c.DeliveryInsightsActiveChart    : save pipeline success counts started
2024-10-18T08:27:39.066Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-6] c.o.a.v.c.DeliveryInsightsActiveChart    : save pipeline success counts ended
2024-10-18T08:27:39.067Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-6] c.o.a.v.c.DeliveryInsightsActiveChart    : get pipeline fail counts started
2024-10-18T08:27:39.078Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-6] c.o.a.v.c.DeliveryInsightsActiveChart    : get pipeline fail counts ended
2024-10-18T08:27:39.079Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-5] c.o.a.v.c.DeliveryInsightsCommonChart    : getPipelineExecutionTime ended
2024-10-18T08:27:39.080Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-6] c.o.a.v.c.DeliveryInsightsActiveChart    : save pipeline fail counts started
2024-10-18T08:27:39.085Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-6] c.o.a.v.c.DeliveryInsightsActiveChart    : save pipeline fail counts ended
2024-10-18T08:27:39.085Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-6] c.o.a.v.c.DeliveryInsightsActiveChart    : updateAppPipelineDeliveryInsights ended
2024-10-18T08:27:39.088Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-6] a.s.AppPipelineDeliveryInsightsScheduler : updateActiveChartCountsForOneWeek ended
2024-10-18T08:27:39.089Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-5] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of PipelineExecutionTime started
2024-10-18T08:27:39.093Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-5] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of PipelineExecutionTime ended
2024-10-18T08:27:39.093Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-5] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights ended
2024-10-18T08:27:39.096Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-5] a.s.AppPipelineDeliveryInsightsScheduler : updateLastRunDurationForOneWeek ended
2024-10-18T08:27:39.123Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-13] a.s.AppPipelineDeliveryInsightsScheduler : updateAvgExecutionDurationForAll started
2024-10-18T08:27:39.124Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-13] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights started
2024-10-18T08:27:39.133Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-13] c.o.a.v.c.DeliveryInsightsCommonChart    : getManualJudgementExecutionTimeAvg started
2024-10-18T08:27:39.145Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-13] c.o.a.v.c.DeliveryInsightsCommonChart    : getManualJudgementExecutionTimeAvg ended
2024-10-18T08:27:39.147Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-13] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of ManualJudgementExecutionTimeAvg started
2024-10-18T08:27:39.151Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-13] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of ManualJudgementExecutionTimeAvg ended
2024-10-18T08:27:39.151Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-13] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights ended
2024-10-18T08:27:39.155Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-13] a.s.AppPipelineDeliveryInsightsScheduler : updateAvgExecutionDurationForAll ended
2024-10-18T08:27:39.174Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-4] a.s.AppPipelineDeliveryInsightsScheduler : updateAreaChartCountsForSixMonths started
2024-10-18T08:27:39.175Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-4] c.o.a.v.c.DeliveryInsightsAreaChart      : updateAppPipelineDeliveryInsights started
2024-10-18T08:27:39.183Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-4] c.o.a.v.c.DeliveryInsightsAreaChart      : getPipelineStatusAndEndTimeByAppNames started
2024-10-18T08:27:39.194Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-4] c.o.a.v.c.DeliveryInsightsAreaChart      : getPipelineStatusAndEndTimeByAppNames ended
2024-10-18T08:27:39.194Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-4] c.o.a.v.c.DeliveryInsightsAreaChart      : save pipelineDeliveryInsightsData started
2024-10-18T08:27:39.203Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-4] c.o.a.v.c.DeliveryInsightsAreaChart      : save pipelineDeliveryInsightsData ended
2024-10-18T08:27:39.203Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-4] c.o.a.v.c.DeliveryInsightsAreaChart      : updateAppPipelineDeliveryInsights ended
2024-10-18T08:27:39.210Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-4] a.s.AppPipelineDeliveryInsightsScheduler : updateAreaChartCountsForSixMonths ended
2024-10-18T08:27:39.261Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-11] a.s.AppPipelineDeliveryInsightsScheduler : updateAreaChartCountsForAll started
2024-10-18T08:27:39.261Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-11] c.o.a.v.c.DeliveryInsightsAreaChart      : updateAppPipelineDeliveryInsights started
2024-10-18T08:27:39.271Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-11] c.o.a.v.c.DeliveryInsightsAreaChart      : getPipelineStatusAndEndTimeByAppNames started
2024-10-18T08:27:39.293Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-11] c.o.a.v.c.DeliveryInsightsAreaChart      : getPipelineStatusAndEndTimeByAppNames ended
2024-10-18T08:27:39.293Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-11] c.o.a.v.c.DeliveryInsightsAreaChart      : save pipelineDeliveryInsightsData started
2024-10-18T08:27:39.304Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-11] c.o.a.v.c.DeliveryInsightsAreaChart      : save pipelineDeliveryInsightsData ended
2024-10-18T08:27:39.304Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-11] c.o.a.v.c.DeliveryInsightsAreaChart      : updateAppPipelineDeliveryInsights ended
2024-10-18T08:27:39.326Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-11] a.s.AppPipelineDeliveryInsightsScheduler : updateAreaChartCountsForAll ended
2024-10-18T08:27:39.386Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-14] a.s.AppPipelineDeliveryInsightsScheduler : updateLastRunDurationForAll started
2024-10-18T08:27:39.387Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-14] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights started
2024-10-18T08:27:39.395Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-14] c.o.a.v.c.DeliveryInsightsCommonChart    : getPipelineExecutionTime started
2024-10-18T08:27:39.422Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] a.s.AppPipelineDeliveryInsightsScheduler : updateActiveChartCountsForSixMonths started
2024-10-18T08:27:39.423Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] c.o.a.v.c.DeliveryInsightsActiveChart    : updateAppPipelineDeliveryInsights started
2024-10-18T08:27:39.426Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-14] c.o.a.v.c.DeliveryInsightsCommonChart    : getPipelineExecutionTime ended
2024-10-18T08:27:39.429Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-14] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of PipelineExecutionTime started
2024-10-18T08:27:39.430Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] c.o.a.v.c.DeliveryInsightsActiveChart    : get pipeline success counts started
2024-10-18T08:27:39.441Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] c.o.a.v.c.DeliveryInsightsActiveChart    : get pipeline success counts ended
2024-10-18T08:27:39.443Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-8] a.s.AppPipelineDeliveryInsightsScheduler : updateLastRunDurationForSixMonths started
2024-10-18T08:27:39.444Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-8] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights started
2024-10-18T08:27:39.444Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] c.o.a.v.c.DeliveryInsightsActiveChart    : save pipeline success counts started
2024-10-18T08:27:39.451Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-14] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of PipelineExecutionTime ended
2024-10-18T08:27:39.451Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-14] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights ended
2024-10-18T08:27:39.452Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-8] c.o.a.v.c.DeliveryInsightsCommonChart    : getPipelineExecutionTime started
2024-10-18T08:27:39.456Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-14] a.s.AppPipelineDeliveryInsightsScheduler : updateLastRunDurationForAll ended
2024-10-18T08:27:39.468Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] c.o.a.v.c.DeliveryInsightsActiveChart    : save pipeline success counts ended
2024-10-18T08:27:39.468Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] c.o.a.v.c.DeliveryInsightsActiveChart    : get pipeline fail counts started
2024-10-18T08:27:39.480Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-8] c.o.a.v.c.DeliveryInsightsCommonChart    : getPipelineExecutionTime ended
2024-10-18T08:27:39.483Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] c.o.a.v.c.DeliveryInsightsActiveChart    : get pipeline fail counts ended
2024-10-18T08:27:39.485Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] c.o.a.v.c.DeliveryInsightsActiveChart    : save pipeline fail counts started
2024-10-18T08:27:39.496Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] c.o.a.v.c.DeliveryInsightsActiveChart    : save pipeline fail counts ended
2024-10-18T08:27:39.496Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] c.o.a.v.c.DeliveryInsightsActiveChart    : updateAppPipelineDeliveryInsights ended
2024-10-18T08:27:39.499Z DEBUG 8 --- [oes-audit-client] [ool-2-thread-16] a.s.AppPipelineDeliveryInsightsScheduler : updateActiveChartCountsForSixMonths ended
2024-10-18T08:27:39.500Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-8] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of PipelineExecutionTime started
2024-10-18T08:27:39.514Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-8] c.o.a.v.c.DeliveryInsightsCommonChart    : saveCounts of PipelineExecutionTime ended
2024-10-18T08:27:39.514Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-8] c.o.a.v.c.DeliveryInsightsCommonChart    : updateAppPipelineDeliveryInsights ended
2024-10-18T08:27:39.516Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-8] a.s.AppPipelineDeliveryInsightsScheduler : updateLastRunDurationForSixMonths ended
2024-10-18T08:27:39.714Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] a.s.AppPipelineDeliveryInsightsScheduler : updateActiveChartCountsForAll started
2024-10-18T08:27:39.716Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : updateAppPipelineDeliveryInsights started
2024-10-18T08:27:39.728Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : get pipeline success counts started
2024-10-18T08:27:39.774Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : get pipeline success counts ended
2024-10-18T08:27:39.778Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : save pipeline success counts started
2024-10-18T08:27:39.793Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : save pipeline success counts ended
2024-10-18T08:27:39.793Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : get pipeline fail counts started
2024-10-18T08:27:39.808Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : get pipeline fail counts ended
2024-10-18T08:27:39.811Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : save pipeline fail counts started
2024-10-18T08:27:39.821Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : save pipeline fail counts ended
2024-10-18T08:27:39.821Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] c.o.a.v.c.DeliveryInsightsActiveChart    : updateAppPipelineDeliveryInsights ended
2024-10-18T08:27:39.825Z DEBUG 8 --- [oes-audit-client] [pool-2-thread-9] a.s.AppPipelineDeliveryInsightsScheduler : updateActiveChartCountsForAll ended
2024-10-18T08:28:03.441Z ERROR 8 --- [oes-audit-client] [nio-8098-exec-2] o.a.c.c.C.[.[.[/].[dispatcherServlet]    : Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed: java.lang.IllegalStateException: Duplicate key samplesapp (attempted merging values 36 and 3)] with root cause

java.lang.IllegalStateException: Duplicate key samplesapp (attempted merging values 36 and 3)
	at java.base/java.util.stream.Collectors.duplicateKeyException(Collectors.java:135) ~[na:na]
	at java.base/java.util.stream.Collectors.lambda$uniqKeysMapAccumulator$1(Collectors.java:182) ~[na:na]
	at java.base/java.util.stream.ReduceOps$3ReducingSink.accept(ReduceOps.java:169) ~[na:na]
	at java.base/java.util.ArrayList$ArrayListSpliterator.forEachRemaining(ArrayList.java:1625) ~[na:na]
	at java.base/java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:509) ~[na:na]
	at java.base/java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:499) ~[na:na]
	at java.base/java.util.stream.ReduceOps$ReduceOp.evaluateSequential(ReduceOps.java:921) ~[na:na]
	at java.base/java.util.stream.AbstractPipeline.evaluate(AbstractPipeline.java:234) ~[na:na]
	at java.base/java.util.stream.ReferencePipeline.collect(ReferencePipeline.java:682) ~[na:na]
	at com.opsmx.auditclientservice.v1.utility.CommonUtility.prepareAppPolicyToIdMap(CommonUtility.java:470) ~[!/:0.0.1-SNAPSHOT]
	at com.opsmx.auditclientservice.v1.service.PolicyAuditServiceImpl.getAppWisePolicyViolationsCountsForAll(PolicyAuditServiceImpl.java:105) ~[!/:0.0.1-SNAPSHOT]
	at com.opsmx.auditclientservice.v2.controller.PolicyAuditController.getPolicyViolationsCount(PolicyAuditController.java:27) ~[!/:0.0.1-SNAPSHOT]
	at jdk.internal.reflect.GeneratedMethodAccessor99.invoke(Unknown Source) ~[na:na]
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[na:na]
	at java.base/java.lang.reflect.Method.invoke(Method.java:569) ~[na:na]
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:261) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:189) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:118) ~[spring-webmvc-6.1.3.jar!/:6.1.3]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:917) ~[spring-webmvc-6.1.3.jar!/:6.1.3]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:829) ~[spring-webmvc-6.1.3.jar!/:6.1.3]
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87) ~[spring-webmvc-6.1.3.jar!/:6.1.3]
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1089) ~[spring-webmvc-6.1.3.jar!/:6.1.3]
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:979) ~[spring-webmvc-6.1.3.jar!/:6.1.3]
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1014) ~[spring-webmvc-6.1.3.jar!/:6.1.3]
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:903) ~[spring-webmvc-6.1.3.jar!/:6.1.3]
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:564) ~[tomcat-embed-core-10.1.18.jar!/:6.0.0]
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:885) ~[spring-webmvc-6.1.3.jar!/:6.1.3]
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:658) ~[tomcat-embed-core-10.1.18.jar!/:6.0.0]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:205) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51) ~[tomcat-embed-websocket-10.1.18.jar!/:na]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.springframework.web.filter.ServerHttpObservationFilter.doFilterInternal(ServerHttpObservationFilter.java:109) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.1.3.jar!/:6.1.3]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:167) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:90) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:482) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:115) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:93) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.valves.RemoteIpValve.invoke(RemoteIpValve.java:735) ~[tomcat-embed-core-10.1.18.jar!/:na]
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:340) ~[tomcat-embed-core-10.1.18.jar!/:na]
